Available Service Bays,Service_Department,Workshop_Code,Technician_Name,Technicians_Available,ClientID,Client_Age,Gender,Service_Type,Vehicle_Condition,Main_Issue,Previous_Visits,Warranty,Repair_Cost,Stay (in Days)
2,Electricidad,C,María,6,13797,36-45,Male,Diagnóstico,Menor,Motor,8,No,6726.55,4
4,Pintura,D,Sofía,2,13798,66+,Male,Diagnóstico,Menor,,8,Yes,6765.45,3
6,Pintura,E,Ana,5,13799,66+,Male,Mantenimiento,Moderada,Motor,1,Yes,4860.67,11
7,Mecánica,B,Ana,8,13800,36-45,Male,Diagnóstico,Menor,Suspensión,7,No,308.07,3
8,Diagnóstico,E,Carlos,7,13801,26-35,Female,Colisión,Severa,Suspensión,8,Yes,195.04,20
1,Pintura,E,Carlos,6,13802,46-55,Male,Reparación,Severa,Suspensión,8,Yes,5414.12,13
4,Diagnóstico,E,Ana,12,13803,18-25,Male,Reparación,Severa,Eléctrico,10,Yes,3395.65,15
6,Pintura,E,Luis,3,13804,46-55,Male,Reparación,Severa,Motor,0,No,2133.61,14
7,Mecánica,A,Luis,6,13805,66+,Male,Reparación,Moderada,Frenos,6,No,6697.61,7
5,Electricidad,D,Carlos,1,13806,36-45,Male,Reparación,Menor,Suspensión,0,No,3644.02,6
3,Mecánica,E,Ana,12,13807,46-55,Male,Colisión,Menor,Suspensión,7,No,6119.92,8
3,Pintura,D,José,10,13808,56-65,Female,Mantenimiento,Moderada,Eléctrico,3,Yes,9603.48,8
7,Mecánica,D,Ana,9,13809,66+,Female,Mantenimiento,Moderada,,3,No,6754.38,10
1,Electricidad,C,María,4,13810,18-25,Female,Colisión,Severa,,3,No,4945.29,22
4,Pintura,D,Sofía,5,13811,46-55,Male,Colisión,Severa,Transmisión,3,No,5859.95,14
8,Diagnóstico,E,Ana,11,13812,56-65,Female,Colisión,Moderada,Suspensión,3,No,1023.47,7
4,Electricidad,C,Luis,8,13813,56-65,Male,Reparación,Severa,Suspensión,6,Yes,3492.27,21
5,Diagnóstico,A,Ana,5,13814,46-55,Female,Mantenimiento,Moderada,Motor,1,No,9772.34,9
6,Mecánica,D,Carlos,11,13815,18-25,Male,Diagnóstico,Menor,,6,Yes,9204.07,4
5,Mecánica,B,José,11,13816,18-25,Female,Reparación,Severa,Eléctrico,4,Yes,7557.86,24
1,Electricidad,C,Luis,1,13817,18-25,Female,Mantenimiento,Moderada,Suspensión,9,No,11027.61,9
8,Pintura,E,Ana,10,13818,18-25,Male,Reparación,Menor,Suspensión,4,Yes,2122.65,3
6,Diagnóstico,B,Luis,0,13819,18-25,Female,Colisión,Moderada,Eléctrico,5,No,3934.22,7
7,Pintura,B,José,1,13820,18-25,Female,Mantenimiento,Moderada,Transmisión,6,Yes,10476.67,7
6,Electricidad,B,José,11,13821,66+,Female,Mantenimiento,Moderada,Frenos,9,No,228.56,8
7,Electricidad,A,María,12,13822,66+,Male,Colisión,Menor,Motor,1,No,4634.83,2
3,Diagnóstico,C,Sofía,5,13823,46-55,Female,Mantenimiento,Menor,Suspensión,1,No,2673.13,5
7,Electricidad,C,María,5,13824,36-45,Female,Diagnóstico,Severa,Frenos,6,Yes,3329.61,20
7,Mecánica,C,Ana,3,13825,56-65,Male,Colisión,Menor,Suspensión,9,No,7122.37,4
1,Mecánica,E,María,12,13826,36-45,Male,Colisión,Moderada,Frenos,4,Yes,2436.61,9
5,Electricidad,C,Luis,1,13827,26-35,Female,Mantenimiento,Menor,Suspensión,3,No,7407.72,3
3,Pintura,A,José,10,13828,66+,Female,Colisión,Menor,Motor,1,Yes,1154.48,5
5,Diagnóstico,C,María,9,13829,56-65,Male,Mantenimiento,Menor,Eléctrico,2,No,4902.74,4
8,Pintura,B,Carlos,6,13830,66+,Male,Diagnóstico,Severa,Transmisión,7,Yes,5388.42,16
6,Mecánica,A,Luis,1,13831,26-35,Female,Diagnóstico,Menor,Eléctrico,7,No,11961.72,4
6,Pintura,B,Sofía,2,13832,36-45,Female,Diagnóstico,Severa,Motor,7,Yes,7133.84,13
6,Diagnóstico,D,José,1,13833,26-35,Male,Colisión,Moderada,Transmisión,4,Yes,11082.59,7
5,Diagnóstico,B,José,11,13834,56-65,Male,Diagnóstico,Severa,Suspensión,7,No,6921.37,16
4,Electricidad,D,María,4,13835,56-65,Female,Diagnóstico,Menor,Suspensión,0,No,6290.87,4
2,Diagnóstico,A,José,11,13836,26-35,Female,Mantenimiento,Menor,,9,No,7377.37,6
5,Diagnóstico,C,María,4,13837,26-35,Female,Mantenimiento,Severa,Eléctrico,2,No,3706.86,17
3,Electricidad,E,María,1,13838,18-25,Female,Colisión,Moderada,Eléctrico,10,Yes,6662.85,6
1,Electricidad,C,Carlos,9,13839,26-35,Male,Colisión,Moderada,Eléctrico,0,Yes,5468.68,10
1,Pintura,C,María,8,13840,56-65,Male,Mantenimiento,Menor,Suspensión,10,No,6489.05,6
8,Mecánica,D,Luis,0,13841,18-25,Male,Reparación,Moderada,Suspensión,10,Yes,11823.77,5
8,Electricidad,C,Sofía,12,13842,46-55,Male,Mantenimiento,Moderada,Eléctrico,7,Yes,6297.47,6
7,Electricidad,D,Sofía,12,13843,56-65,Female,Mantenimiento,Menor,Eléctrico,3,Yes,9222.41,2
4,Mecánica,B,Carlos,3,13844,26-35,Female,Reparación,Moderada,Transmisión,10,No,3742.43,8
5,Electricidad,D,Luis,12,13845,36-45,Female,Diagnóstico,Severa,Frenos,5,Yes,4820.65,19
4,Diagnóstico,E,Sofía,5,13846,36-45,Male,Reparación,Moderada,Frenos,10,No,4656.44,6
1,Mecánica,B,José,9,13847,26-35,Female,Reparación,Menor,Suspensión,0,Yes,9509.8,5
3,Mecánica,C,Ana,6,13848,36-45,Male,Colisión,Severa,,5,No,6366.94,12
7,Mecánica,A,Carlos,9,13849,26-35,Male,Reparación,Severa,Frenos,5,Yes,9702.84,16
5,Mecánica,C,Sofía,7,13850,36-45,Female,Reparación,Menor,Eléctrico,6,No,11716.31,5
3,Electricidad,D,Sofía,9,13851,66+,Male,Reparación,Menor,Motor,3,No,5315.29,1
5,Pintura,A,Carlos,8,13852,36-45,Female,Colisión,Severa,Eléctrico,6,No,1145.09,17
3,Diagnóstico,A,Sofía,6,13853,36-45,Male,Mantenimiento,Severa,Motor,1,No,896.5,17
8,Pintura,B,Sofía,6,13854,36-45,Male,Reparación,Severa,Transmisión,10,No,4528.04,15
5,Electricidad,A,Ana,10,13855,18-25,Male,Colisión,Moderada,,6,No,8153.7,13
5,Diagnóstico,A,Carlos,9,13856,56-65,Male,Mantenimiento,Moderada,Transmisión,10,Yes,9954.15,8
6,Diagnóstico,B,Luis,10,13857,66+,Female,Reparación,Menor,Suspensión,10,No,9702.33,4
1,Electricidad,E,Carlos,12,13858,26-35,Female,Diagnóstico,Severa,Transmisión,1,Yes,8906.82,22
1,Electricidad,C,José,1,13859,56-65,Female,Mantenimiento,Moderada,Transmisión,8,Yes,8088.04,7
6,Diagnóstico,C,María,11,13860,36-45,Male,Reparación,Menor,Frenos,6,Yes,7993.19,3
7,Mecánica,A,José,12,13861,66+,Female,Diagnóstico,Severa,Motor,10,No,1993.08,16
1,Pintura,A,Luis,8,13862,36-45,Female,Colisión,Menor,Motor,9,No,3366.86,3
1,Diagnóstico,C,Sofía,0,13863,18-25,Male,Reparación,Menor,Frenos,9,No,11218.94,4
8,Electricidad,B,Carlos,5,13864,66+,Male,Mantenimiento,Menor,Frenos,3,No,7663.12,3
4,Pintura,E,Ana,6,13865,26-35,Male,Colisión,Severa,,5,No,8526.29,21
7,Pintura,E,Luis,9,13866,46-55,Female,Diagnóstico,Severa,Transmisión,7,Yes,10036.47,12
4,Diagnóstico,B,Carlos,0,13867,56-65,Female,Mantenimiento,Menor,Suspensión,8,No,9178.03,2
8,Pintura,E,Carlos,10,13868,56-65,Female,Diagnóstico,Severa,Motor,8,Yes,7307.39,17
4,Mecánica,A,José,9,13869,56-65,Female,Colisión,Severa,,10,No,4939.92,22
1,Electricidad,C,Luis,6,13870,26-35,Female,Diagnóstico,Severa,,7,Yes,10767.1,17
8,Mecánica,E,Sofía,8,13871,46-55,Female,Diagnóstico,Menor,Transmisión,0,Yes,8024.69,2
8,Diagnóstico,B,Carlos,4,13872,46-55,Male,Diagnóstico,Menor,Transmisión,3,Yes,7648.53,4
5,Electricidad,D,Ana,9,13873,26-35,Male,Reparación,Moderada,Transmisión,10,No,9922.62,6
1,Electricidad,B,Sofía,1,13874,56-65,Female,Mantenimiento,Moderada,Suspensión,10,Yes,1581.39,11
1,Pintura,D,María,2,13875,56-65,Male,Diagnóstico,Menor,Suspensión,10,No,11144.57,3
2,Electricidad,D,Sofía,6,13876,36-45,Female,Mantenimiento,Moderada,Frenos,7,Yes,4256.83,12
6,Electricidad,C,Ana,11,13877,66+,Male,Reparación,Moderada,Frenos,10,Yes,285.52,6
2,Electricidad,A,Sofía,8,13878,26-35,Male,Mantenimiento,Menor,Transmisión,2,Yes,854.07,4
5,Mecánica,D,María,11,13879,66+,Female,Reparación,Moderada,Frenos,8,No,436.78,9
3,Pintura,A,María,7,13880,26-35,Male,Reparación,Moderada,Transmisión,6,No,11828.08,8
2,Mecánica,D,Carlos,12,13881,46-55,Male,Diagnóstico,Moderada,Eléctrico,10,Yes,5973.61,6
3,Mecánica,C,Carlos,8,13882,18-25,Male,Mantenimiento,Moderada,Eléctrico,2,Yes,6119.83,5
8,Mecánica,A,Sofía,1,13883,46-55,Male,Colisión,Moderada,Eléctrico,4,No,7706.96,8
7,Diagnóstico,E,Sofía,5,13884,46-55,Female,Diagnóstico,Severa,Suspensión,0,Yes,9695.84,19
7,Electricidad,C,Sofía,9,13885,66+,Female,Diagnóstico,Menor,Suspensión,1,Yes,9847.33,7
4,Electricidad,E,Luis,8,13886,66+,Female,Colisión,Severa,Motor,3,Yes,6525.86,24
6,Pintura,B,Luis,3,13887,18-25,Female,Reparación,Moderada,Frenos,7,Yes,175.42,8
7,Electricidad,C,Luis,4,13888,46-55,Female,Reparación,Menor,,9,No,9688.58,4
2,Electricidad,B,José,2,13889,36-45,Male,Mantenimiento,Severa,Eléctrico,2,Yes,774.47,15
3,Mecánica,D,Ana,6,13890,26-35,Male,Mantenimiento,Moderada,Suspensión,0,No,6707.67,6
1,Electricidad,A,Carlos,2,13891,36-45,Male,Colisión,Severa,Transmisión,3,Yes,4864.02,16
8,Electricidad,B,Carlos,1,13892,26-35,Female,Mantenimiento,Moderada,,6,Yes,159.37,6
2,Electricidad,D,María,3,13893,36-45,Male,Mantenimiento,Severa,Transmisión,2,No,5885.33,21
8,Mecánica,A,Carlos,7,13894,18-25,Female,Diagnóstico,Severa,Suspensión,10,No,3398.0,15
5,Mecánica,C,María,3,13895,36-45,Female,Diagnóstico,Severa,Suspensión,9,No,2418.45,22
5,Pintura,C,Ana,5,13896,46-55,Female,Diagnóstico,Moderada,Suspensión,9,No,8651.77,4
6,Mecánica,D,Sofía,6,13897,18-25,Male,Reparación,Menor,,10,Yes,7930.56,5
1,Mecánica,C,Sofía,11,13898,18-25,Female,Mantenimiento,Severa,,7,Yes,4311.09,19
7,Pintura,B,Ana,0,13899,66+,Female,Diagnóstico,Menor,Eléctrico,2,No,8655.13,3
2,Mecánica,C,Sofía,10,13900,56-65,Female,Reparación,Moderada,Motor,8,No,1235.77,7
1,Electricidad,B,José,11,13901,56-65,Male,Colisión,Menor,,6,No,784.8,4
1,Mecánica,C,Carlos,10,13902,56-65,Male,Colisión,Menor,Motor,4,Yes,4977.84,3
7,Mecánica,E,María,7,13903,56-65,Male,Colisión,Moderada,Eléctrico,2,No,10839.99,7
2,Electricidad,D,María,2,13904,18-25,Female,Colisión,Moderada,Motor,0,No,3539.69,7
3,Pintura,B,María,8,13905,26-35,Female,Diagnóstico,Moderada,Frenos,9,Yes,7066.86,8
2,Electricidad,B,José,11,13906,56-65,Male,Colisión,Moderada,Transmisión,4,Yes,4624.88,8
8,Pintura,B,Carlos,2,13907,36-45,Male,Reparación,Moderada,,8,No,4811.19,6
4,Diagnóstico,A,Luis,12,13908,18-25,Female,Colisión,Moderada,Transmisión,7,No,4191.75,9
3,Diagnóstico,D,José,6,13909,56-65,Female,Mantenimiento,Menor,Eléctrico,9,Yes,938.39,5
2,Electricidad,A,Ana,5,13910,66+,Male,Colisión,Moderada,Transmisión,4,No,495.61,7
6,Mecánica,A,Luis,12,13911,46-55,Female,Colisión,Severa,,8,Yes,5893.65,15
5,Electricidad,E,Luis,1,13912,26-35,Male,Mantenimiento,Moderada,Motor,7,No,700.58,8
4,Pintura,C,José,4,13913,56-65,Male,Reparación,Severa,Transmisión,5,Yes,3550.21,20
2,Electricidad,A,Sofía,3,13914,36-45,Male,Colisión,Severa,Frenos,7,No,8446.98,13
5,Electricidad,A,Luis,1,13915,18-25,Male,Mantenimiento,Moderada,,1,No,8131.96,6
4,Mecánica,B,José,8,13916,66+,Male,Colisión,Moderada,Suspensión,4,No,6786.63,9
1,Mecánica,B,María,7,13917,18-25,Male,Diagnóstico,Severa,Eléctrico,1,No,4714.34,13
6,Pintura,E,Carlos,9,13918,18-25,Female,Colisión,Severa,Transmisión,7,No,316.01,22
1,Pintura,A,José,9,13919,66+,Male,Reparación,Severa,Suspensión,10,Yes,10367.23,22
2,Electricidad,C,José,11,13920,36-45,Male,Reparación,Moderada,,9,Yes,5655.31,8
6,Pintura,D,Sofía,5,13921,56-65,Female,Reparación,Moderada,Suspensión,0,Yes,2970.33,5
6,Electricidad,B,María,0,13922,18-25,Male,Colisión,Moderada,Suspensión,8,Yes,8079.16,10
1,Mecánica,B,Carlos,0,13923,36-45,Male,Diagnóstico,Menor,Suspensión,2,No,10403.41,5
8,Pintura,B,Carlos,12,13924,26-35,Male,Diagnóstico,Severa,Frenos,0,Yes,10810.66,22
3,Pintura,B,Sofía,9,13925,46-55,Female,Diagnóstico,Moderada,Motor,1,No,3339.0,7
2,Mecánica,D,Carlos,12,13926,66+,Male,Diagnóstico,Moderada,,2,Yes,10007.08,4
5,Pintura,E,María,3,13927,36-45,Male,Colisión,Severa,Suspensión,2,No,2522.76,20
8,Diagnóstico,E,Luis,5,13928,56-65,Male,Mantenimiento,Severa,Suspensión,2,Yes,11290.73,21
6,Diagnóstico,D,Ana,8,13929,66+,Male,Colisión,Moderada,Eléctrico,10,Yes,7824.53,8
2,Electricidad,A,Sofía,9,13930,18-25,Female,Colisión,Severa,Suspensión,7,No,2614.28,16
3,Electricidad,A,Luis,11,13931,56-65,Male,Colisión,Severa,Frenos,6,No,6860.68,22
3,Mecánica,B,María,9,13932,56-65,Male,Colisión,Severa,Transmisión,4,Yes,9743.69,26
2,Electricidad,B,José,4,13933,36-45,Female,Diagnóstico,Severa,Transmisión,9,No,658.68,19
3,Electricidad,B,José,12,13934,56-65,Female,Colisión,Menor,,8,Yes,11763.6,6
3,Mecánica,A,José,10,13935,66+,Male,Colisión,Moderada,Eléctrico,0,Yes,6902.66,10
5,Pintura,C,María,5,13936,66+,Male,Reparación,Moderada,Transmisión,5,No,10497.93,7
1,Diagnóstico,D,José,11,13937,18-25,Male,Mantenimiento,Moderada,Transmisión,10,Yes,1663.41,10
7,Pintura,C,Sofía,2,13938,36-45,Female,Diagnóstico,Menor,,0,Yes,1754.72,3
2,Mecánica,D,Sofía,7,13939,26-35,Female,Colisión,Moderada,Eléctrico,0,No,9734.5,6
8,Pintura,C,José,7,13940,46-55,Female,Diagnóstico,Moderada,Eléctrico,3,Yes,11335.52,6
4,Diagnóstico,D,Ana,10,13941,56-65,Male,Mantenimiento,Severa,,0,Yes,8635.98,17
4,Diagnóstico,D,Luis,10,13942,66+,Male,Mantenimiento,Moderada,Transmisión,2,Yes,8183.79,10
4,Mecánica,C,José,7,13943,36-45,Female,Reparación,Menor,Motor,6,Yes,11179.52,4
7,Diagnóstico,D,Luis,11,13944,36-45,Female,Reparación,Moderada,Transmisión,8,No,6755.77,7
6,Mecánica,D,María,4,13945,56-65,Female,Reparación,Moderada,,6,No,10516.29,8
8,Mecánica,B,Carlos,0,13946,18-25,Male,Colisión,Severa,Transmisión,4,No,7746.73,20
4,Pintura,C,María,9,13947,56-65,Female,Reparación,Moderada,Suspensión,4,No,3560.76,10
5,Mecánica,C,Luis,0,13948,36-45,Female,Reparación,Menor,Motor,7,Yes,5214.68,5
2,Mecánica,E,Carlos,9,13949,46-55,Male,Reparación,Moderada,Suspensión,10,No,10287.74,6
6,Diagnóstico,E,Luis,2,13950,26-35,Male,Reparación,Moderada,Motor,10,Yes,3572.41,5
8,Electricidad,A,Carlos,8,13951,18-25,Male,Diagnóstico,Severa,Eléctrico,7,No,11298.88,24
7,Mecánica,C,José,9,13952,18-25,Female,Reparación,Menor,Eléctrico,1,No,2796.72,4
5,Electricidad,C,José,3,13953,66+,Female,Diagnóstico,Moderada,Eléctrico,8,Yes,8626.65,10
2,Electricidad,A,Sofía,8,13954,66+,Female,Diagnóstico,Moderada,Eléctrico,4,No,6353.54,5
5,Pintura,A,José,6,13955,66+,Female,Reparación,Menor,,1,No,10071.15,2
1,Mecánica,C,Ana,10,13956,18-25,Male,Diagnóstico,Severa,Frenos,5,No,8408.42,22
5,Mecánica,B,Sofía,12,13957,56-65,Female,Colisión,Moderada,Suspensión,5,No,5167.99,7
6,Mecánica,B,María,8,13958,18-25,Male,Mantenimiento,Moderada,Eléctrico,8,Yes,5494.61,10
2,Pintura,C,José,4,13959,18-25,Male,Reparación,Menor,,4,No,7058.56,4
4,Pintura,C,Sofía,8,13960,18-25,Male,Colisión,Menor,Transmisión,5,No,1069.09,1
7,Pintura,D,Luis,12,13961,26-35,Female,Mantenimiento,Menor,Transmisión,9,Yes,6244.74,2
4,Pintura,D,Sofía,0,13962,26-35,Male,Mantenimiento,Moderada,Eléctrico,4,Yes,1687.08,7
2,Mecánica,D,Carlos,12,13963,66+,Female,Diagnóstico,Severa,Motor,4,No,2612.89,17
7,Mecánica,B,Sofía,11,13964,46-55,Male,Reparación,Moderada,,5,No,3441.13,8
7,Pintura,E,José,10,13965,46-55,Male,Reparación,Severa,Transmisión,2,Yes,4415.84,20
2,Diagnóstico,B,Luis,1,13966,46-55,Male,Reparación,Severa,,6,No,666.15,17
5,Diagnóstico,B,María,0,13967,66+,Male,Reparación,Severa,Transmisión,4,No,1972.12,16
5,Mecánica,C,Sofía,5,13968,26-35,Male,Diagnóstico,Menor,Frenos,1,Yes,7411.77,2
5,Diagnóstico,E,José,2,13969,46-55,Female,Reparación,Menor,Motor,4,Yes,6152.99,4
6,Electricidad,E,Sofía,3,13970,26-35,Female,Colisión,Menor,Transmisión,6,Yes,6183.06,3
2,Pintura,E,Luis,3,13971,56-65,Female,Colisión,Severa,Suspensión,6,Yes,668.98,12
6,Electricidad,B,Ana,8,13972,18-25,Female,Reparación,Moderada,Eléctrico,10,No,161.48,11
5,Mecánica,C,Luis,7,13973,36-45,Male,Mantenimiento,Severa,Eléctrico,5,Yes,4097.8,16
7,Diagnóstico,C,José,9,13974,56-65,Male,Diagnóstico,Severa,Transmisión,8,No,10430.07,14
3,Pintura,B,Ana,4,13975,26-35,Male,Colisión,Moderada,Motor,0,Yes,4881.66,8
2,Mecánica,A,María,9,13976,46-55,Male,Reparación,Severa,Eléctrico,3,No,7162.06,15
2,Diagnóstico,B,Carlos,2,13977,56-65,Female,Mantenimiento,Severa,Motor,2,Yes,2018.92,14
2,Diagnóstico,A,Sofía,12,13978,26-35,Female,Colisión,Moderada,Transmisión,2,Yes,3245.79,5
3,Pintura,C,Ana,0,13979,26-35,Male,Reparación,Severa,,0,Yes,472.67,18
3,Electricidad,E,José,2,13980,56-65,Male,Colisión,Menor,,3,No,877.26,6
8,Mecánica,B,Luis,3,13981,26-35,Female,Diagnóstico,Severa,Frenos,10,No,11969.44,11
5,Diagnóstico,D,Sofía,7,13982,46-55,Female,Mantenimiento,Menor,Suspensión,9,No,5581.71,2
4,Electricidad,A,Luis,0,13983,56-65,Male,Mantenimiento,Moderada,,7,Yes,7229.37,7
4,Pintura,D,Carlos,2,13984,46-55,Male,Mantenimiento,Moderada,,5,No,5718.11,8
3,Electricidad,A,María,11,13985,26-35,Female,Reparación,Severa,Suspensión,2,No,3956.83,12
8,Electricidad,D,Ana,8,13986,66+,Male,Colisión,Severa,Motor,8,Yes,908.73,26
3,Pintura,B,Ana,2,13987,56-65,Male,Reparación,Moderada,Suspensión,1,Yes,6076.22,5
3,Pintura,B,Luis,9,13988,18-25,Female,Reparación,Moderada,Eléctrico,10,Yes,9291.22,4
5,Mecánica,A,Luis,4,13989,18-25,Male,Colisión,Severa,Transmisión,2,Yes,7144.62,12
5,Diagnóstico,D,María,10,13990,18-25,Male,Reparación,Menor,,10,No,560.08,4
3,Pintura,B,Sofía,7,13991,36-45,Male,Colisión,Moderada,Motor,5,Yes,2605.59,5
8,Diagnóstico,E,Carlos,11,13992,56-65,Male,Colisión,Severa,Motor,0,No,4182.29,9
6,Diagnóstico,A,José,11,13993,26-35,Female,Diagnóstico,Moderada,Motor,3,Yes,8931.53,7
4,Mecánica,A,María,0,13994,56-65,Female,Mantenimiento,Severa,Suspensión,6,No,6110.02,13
7,Electricidad,C,María,11,13995,66+,Female,Reparación,Moderada,,9,Yes,3336.19,6
6,Electricidad,C,Carlos,8,13996,66+,Female,Reparación,Menor,,2,No,10156.64,5
1,Pintura,C,Ana,10,13997,66+,Female,Colisión,Severa,,1,Yes,8990.05,21
6,Diagnóstico,D,Ana,10,13998,36-45,Male,Reparación,Menor,Eléctrico,10,No,5431.52,1
1,Diagnóstico,A,Sofía,5,13999,56-65,Female,Colisión,Severa,Eléctrico,0,Yes,2524.49,21
3,Diagnóstico,C,Ana,11,14000,26-35,Male,Diagnóstico,Moderada,Transmisión,4,Yes,1811.75,13
2,Diagnóstico,B,Luis,0,14001,66+,Male,Diagnóstico,Moderada,Frenos,5,Yes,10692.12,7
5,Pintura,A,Carlos,9,14002,18-25,Female,Diagnóstico,Severa,Suspensión,3,Yes,7486.29,18
6,Pintura,A,Sofía,2,14003,26-35,Female,Reparación,Severa,,6,No,7099.58,20
8,Electricidad,A,María,7,14004,66+,Female,Colisión,Moderada,Transmisión,2,No,7582.98,10
1,Electricidad,A,María,8,14005,18-25,Male,Mantenimiento,Menor,,0,Yes,1752.2,2
1,Diagnóstico,D,José,10,14006,36-45,Male,Mantenimiento,Moderada,Frenos,8,No,3792.58,7
1,Mecánica,C,Luis,9,14007,18-25,Male,Mantenimiento,Severa,Eléctrico,2,Yes,8299.41,17
5,Pintura,A,Luis,9,14008,56-65,Male,Mantenimiento,Severa,,6,No,820.69,14
2,Pintura,A,Carlos,7,14009,18-25,Female,Reparación,Moderada,Frenos,0,No,4540.05,5
4,Mecánica,C,Sofía,8,14010,56-65,Female,Colisión,Menor,Frenos,6,No,332.72,6
8,Diagnóstico,A,Luis,1,14011,36-45,Male,Colisión,Moderada,Frenos,5,No,399.08,5
2,Diagnóstico,B,María,7,14012,18-25,Male,Mantenimiento,Moderada,Transmisión,3,No,1511.07,9
2,Mecánica,A,Sofía,6,14013,26-35,Female,Mantenimiento,Moderada,Transmisión,3,No,7453.59,7
2,Mecánica,D,Carlos,10,14014,46-55,Female,Mantenimiento,Moderada,,4,No,2363.28,6
6,Pintura,A,Sofía,0,14015,46-55,Male,Diagnóstico,Moderada,Frenos,2,Yes,231.72,10
6,Mecánica,E,Sofía,4,14016,36-45,Male,Colisión,Menor,Frenos,8,No,8672.64,6
7,Pintura,C,Ana,3,14017,46-55,Male,Mantenimiento,Menor,,0,Yes,9418.35,3
2,Diagnóstico,A,Carlos,12,14018,56-65,Male,Reparación,Severa,,9,No,11306.69,22
3,Pintura,E,José,7,14019,36-45,Male,Colisión,Menor,,9,No,7528.08,2
5,Pintura,C,Sofía,5,14020,18-25,Male,Diagnóstico,Moderada,Eléctrico,4,Yes,5828.56,5
7,Electricidad,D,Luis,8,14021,18-25,Male,Mantenimiento,Severa,Transmisión,1,Yes,6851.49,24
3,Electricidad,B,Luis,3,14022,18-25,Female,Diagnóstico,Severa,Eléctrico,7,Yes,8009.18,20
8,Mecánica,A,María,0,14023,56-65,Male,Colisión,Moderada,Frenos,8,Yes,7651.68,6
4,Pintura,A,Luis,7,14024,56-65,Male,Mantenimiento,Menor,Suspensión,2,Yes,9528.72,8
2,Electricidad,B,Carlos,1,14025,46-55,Male,Colisión,Moderada,,1,Yes,4669.07,7
1,Electricidad,E,María,12,14026,18-25,Male,Mantenimiento,Moderada,Suspensión,4,Yes,8129.89,9
1,Pintura,D,María,7,14027,26-35,Female,Mantenimiento,Severa,Suspensión,6,Yes,10672.63,21
4,Diagnóstico,A,María,6,14028,66+,Female,Diagnóstico,Menor,Eléctrico,0,No,4347.52,3
1,Mecánica,C,Carlos,10,14029,56-65,Male,Reparación,Severa,Frenos,6,Yes,4424.38,11
1,Diagnóstico,C,María,4,14030,36-45,Male,Colisión,Severa,Frenos,2,No,2652.51,14
7,Mecánica,C,Carlos,11,14031,26-35,Male,Diagnóstico,Menor,Eléctrico,1,Yes,9183.52,3
2,Diagnóstico,E,José,3,14032,46-55,Female,Colisión,Severa,Suspensión,0,Yes,1737.1,16
8,Electricidad,C,José,11,14033,18-25,Male,Diagnóstico,Menor,Eléctrico,7,No,4550.49,4
1,Diagnóstico,B,María,5,14034,66+,Male,Mantenimiento,Severa,Transmisión,7,No,7788.8,20
3,Pintura,E,Luis,0,14035,66+,Male,Diagnóstico,Severa,Frenos,3,Yes,2672.97,18
5,Electricidad,D,Luis,6,14036,46-55,Female,Reparación,Moderada,Transmisión,1,No,3092.75,7
8,Diagnóstico,B,José,2,14037,46-55,Male,Mantenimiento,Severa,Motor,0,No,6616.43,10
1,Pintura,D,José,1,14038,18-25,Male,Mantenimiento,Severa,Motor,10,Yes,9656.11,22
3,Pintura,C,Carlos,12,14039,46-55,Male,Mantenimiento,Menor,Suspensión,7,No,5945.43,4
6,Mecánica,D,María,1,14040,56-65,Male,Diagnóstico,Severa,Eléctrico,4,No,3300.46,21
1,Diagnóstico,B,José,4,14041,66+,Female,Mantenimiento,Severa,Eléctrico,10,Yes,1632.88,27
8,Electricidad,B,María,1,14042,18-25,Female,Colisión,Menor,,0,Yes,8731.42,3
3,Diagnóstico,D,Luis,11,14043,36-45,Male,Mantenimiento,Menor,,8,No,4689.26,5
7,Diagnóstico,E,José,3,14044,26-35,Female,Colisión,Severa,Transmisión,3,Yes,6457.06,14
4,Diagnóstico,E,María,6,14045,18-25,Female,Colisión,Menor,Transmisión,3,Yes,8085.06,5
4,Electricidad,A,José,0,14046,56-65,Female,Diagnóstico,Moderada,Transmisión,3,No,7293.78,7
7,Pintura,A,José,11,14047,26-35,Female,Reparación,Moderada,,9,Yes,304.39,6
3,Electricidad,E,Luis,2,14048,26-35,Female,Diagnóstico,Moderada,,10,Yes,3910.53,10
2,Electricidad,D,María,11,14049,18-25,Female,Mantenimiento,Menor,Frenos,0,No,11353.31,5
6,Electricidad,E,Sofía,2,14050,66+,Female,Reparación,Moderada,,5,No,4422.32,8
4,Diagnóstico,C,Sofía,10,14051,18-25,Female,Colisión,Menor,,5,Yes,8319.61,6
7,Pintura,E,Ana,11,14052,36-45,Female,Diagnóstico,Severa,Suspensión,0,Yes,11987.6,18
7,Mecánica,B,José,11,14053,46-55,Female,Reparación,Moderada,Motor,10,Yes,10409.58,7
4,Mecánica,D,Carlos,7,14054,56-65,Male,Mantenimiento,Moderada,Transmisión,8,No,6269.17,3
2,Diagnóstico,A,José,11,14055,66+,Male,Reparación,Menor,Transmisión,5,Yes,2275.28,6
3,Diagnóstico,C,Luis,12,14056,18-25,Male,Reparación,Severa,Eléctrico,8,Yes,3756.19,11
5,Pintura,C,Carlos,7,14057,36-45,Male,Reparación,Moderada,Frenos,3,No,9938.94,10
